	id	date	country	segment	sex	pangolin_lineage	variant
2457	hCoV-19/Wales/PHWC-4B6269/2021	2021-01-07	United Kingdom	genome	unknown	B.1.1.7	Alpha
2458	hCoV-19/England/MILK-F8820B/2021	2021-01-07	United Kingdom	genome	unknown	B.1.1.7	Alpha
2459	hCoV-19/England/MILK-F88809/2021	2021-01-07	United Kingdom	genome	unknown	B.1.1.7	Alpha
2460	hCoV-19/England/MILK-F88380/2021	2021-01-07	United Kingdom	genome	unknown	B.1.1.7	Alpha
2461	hCoV-19/England/MILK-F87C86/2021	2021-01-07	United Kingdom	genome	unknown	B.1.1.7	Alpha
2462	hCoV-19/England/MILK-F884BA/2021	2021-01-07	United Kingdom	genome	unknown	B.1.1.7	Alpha
2463	hCoV-19/England/MILK-F894AA/2021	2021-01-07	United Kingdom	genome	unknown	B.1.1.7	Alpha
2464	hCoV-19/England/PORT-2DC01A/2021	2021-01-07	United Kingdom	genome	unknown	B.1.1.7	Alpha
2465	hCoV-19/Wales/PHWC-4B608D/2021	2021-01-07	United Kingdom	genome	unknown	B.1.1.7	Alpha
2466	hCoV-19/Wales/PHWC-4B620F/2021	2021-01-07	United Kingdom	genome	unknown	B.1.1.7	Alpha
2467	hCoV-19/England/MILK-F88405/2021	2021-01-07	United Kingdom	genome	unknown	B.1.1.7	Alpha
2468	hCoV-19/England/CAMC-F011A3/2021	2021-01-07	United Kingdom	genome	unknown	B.1.1.7	Alpha
2469	hCoV-19/England/MILK-F885D5/2021	2021-01-07	United Kingdom	genome	unknown	B.1.1.7	Alpha
2470	hCoV-19/England/NORW-23299F/2021	2021-01-07	United Kingdom	genome	unknown	B.1.1.7	Alpha
2471	hCoV-19/England/NORT-1BB600B/2021	2021-01-07	United Kingdom	genome	unknown	B.1.1.7	Alpha
2472	hCoV-19/England/MILK-F87A40/2021	2021-01-07	United Kingdom	genome	unknown	B.1.1.7	Alpha
2473	hCoV-19/England/MILK-F8659B/2021	2021-01-07	United Kingdom	genome	unknown	B.1.1.7	Alpha
2474	hCoV-19/England/MILK-F88274/2021	2021-01-07	United Kingdom	genome	unknown	B.1.1.7	Alpha
2475	hCoV-19/England/PORT-1E7DA3C/2021	2021-01-07	United Kingdom	genome	unknown	B.1.1.7	Alpha
2476	hCoV-19/England/CAMC-F01B0F/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2477	hCoV-19/England/CAMC-F01A11/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2478	hCoV-19/England/MILK-F9E044/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2479	hCoV-19/England/MILK-F9E34B/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2480	hCoV-19/England/CAMC-F01255/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2481	hCoV-19/England/CAMC-F9C617/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2482	hCoV-19/England/CAMC-F00CA3/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2483	hCoV-19/England/MILK-F9E75E/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2484	hCoV-19/England/MILK-F9DAFC/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2485	hCoV-19/England/NORW-2256A7/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2486	hCoV-19/England/MILK-FAFEBF/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2487	hCoV-19/England/QEUH-F6488B/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2488	hCoV-19/England/BIRM-6D54E/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2489	hCoV-19/England/MILK-FA1679/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2490	hCoV-19/England/MILK-F9DBF9/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2491	hCoV-19/England/MILK-F9DD99/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2492	hCoV-19/England/MILK-F9E527/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2493	hCoV-19/England/MILK-FAFD49/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2494	hCoV-19/England/MILK-F9E4B1/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2495	hCoV-19/England/MILK-F9E2C6/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2496	hCoV-19/England/MILK-F9E1E7/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2497	hCoV-19/England/MILK-F9DDE4/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2498	hCoV-19/England/CAMC-F992AD/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2499	hCoV-19/England/QEUH-F89CA2/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2500	hCoV-19/England/QEUH-F89880/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2501	hCoV-19/England/CAMC-F01CA2/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2502	hCoV-19/England/QEUH-F8A05A/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2503	hCoV-19/England/CAMC-F007DF/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2504	hCoV-19/England/ALDP-F81F56/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2505	hCoV-19/England/ALDP-F8291B/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2506	hCoV-19/Wales/PHWC-4B720E/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2507	hCoV-19/England/NORT-29066B/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2508	hCoV-19/England/NORT-290698/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2509	hCoV-19/England/LOND-128E366/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2510	hCoV-19/Wales/PHWC-4B7990/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2511	hCoV-19/Wales/PHWC-4B7ECE/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2512	hCoV-19/England/CAMC-FB0686/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2513	hCoV-19/England/MILK-FAEB9B/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2514	hCoV-19/England/ALDP-F82025/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2515	hCoV-19/England/NORT-1B977FC/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2516	hCoV-19/England/NORW-225C2D/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2517	hCoV-19/England/ALDP-F8275D/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2518	hCoV-19/England/MILK-F9E493/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2519	hCoV-19/England/CAMC-F01AE4/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2520	hCoV-19/England/CAMC-F01AC6/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2521	hCoV-19/England/ALDP-F814A2/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2522	hCoV-19/England/CAMC-F014AA/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2523	hCoV-19/England/LOND-13230D4/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2524	hCoV-19/England/TFCI-27029F7/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2525	hCoV-19/England/CAMC-FB070B/2021	2021-01-08	United Kingdom	genome	unknown	B.1.1.7	Alpha
2526	hCoV-19/England/MILK-FAA4EF/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2527	hCoV-19/England/QEUH-F8DE8A/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2528	hCoV-19/England/MILK-FAF21D/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2529	hCoV-19/Wales/PHWC-4B71A7/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2530	hCoV-19/England/ALDP-10055DC/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2531	hCoV-19/England/ALDP-F919FB/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2532	hCoV-19/Wales/PHWC-PYYWXW/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2533	hCoV-19/England/ALDP-FA2E43/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2534	hCoV-19/England/ALDP-FA21B3/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2535	hCoV-19/England/ALDP-F91445/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2536	hCoV-19/England/ALDP-FA3097/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2537	hCoV-19/England/ALDP-FA313A/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2538	hCoV-19/England/CAMC-F99340/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2539	hCoV-19/England/MILK-FAA081/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2540	hCoV-19/England/ALDP-FA2DCE/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2541	hCoV-19/England/ALDP-F93267/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2542	hCoV-19/England/ALDP-FA22A1/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2543	hCoV-19/England/ALDP-FA247E/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2544	hCoV-19/England/ALDP-FA21A4/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2545	hCoV-19/England/ALDP-FA36FF/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2546	hCoV-19/England/ALDP-FA23AE/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2547	hCoV-19/England/MILK-FAEA70/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2548	hCoV-19/England/MILK-FAECF2/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2549	hCoV-19/England/TFCI-2704069/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2550	hCoV-19/England/BIRM-6F227/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2551	hCoV-19/England/NORW-225B6C/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2552	hCoV-19/England/QEUH-F89853/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2553	hCoV-19/England/ALDP-F82A90/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2554	hCoV-19/England/ALDP-F8232C/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2555	hCoV-19/England/ALDP-F82368/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2556	hCoV-19/England/ALDP-F82456/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2557	hCoV-19/England/ALDP-F82AAF/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2558	hCoV-19/England/ALDP-F90ADB/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2559	hCoV-19/England/ALDP-F82D79/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2560	hCoV-19/England/ALDP-F909FC/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2561	hCoV-19/England/ALDP-F90A26/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2562	hCoV-19/England/CAMC-F7C905/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2563	hCoV-19/England/CAMC-F7BBF1/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2564	hCoV-19/England/CAMC-F7B933/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2565	hCoV-19/England/CAMC-F7CB3C/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2566	hCoV-19/England/CAMC-F7B784/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2567	hCoV-19/England/CAMC-F9A4C4/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2568	hCoV-19/England/CAMC-F7D8F8/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2569	hCoV-19/England/QEUH-F8ABB3/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2570	hCoV-19/England/TFCI-27024C9/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2571	hCoV-19/England/QEUH-F89598/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2572	hCoV-19/England/QEUH-F8A290/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2573	hCoV-19/England/OXON-F53403/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2574	hCoV-19/England/CAMC-F9A4A6/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2575	hCoV-19/England/CAMC-F9A44C/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2576	hCoV-19/England/CAMC-F9A39A/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2577	hCoV-19/England/CAMC-F7CAE4/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2578	hCoV-19/England/CAMC-F7F37D/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2579	hCoV-19/England/CAMC-F7D3CA/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2580	hCoV-19/England/TFCI-270255D/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2581	hCoV-19/England/QEUH-F89AA8/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2582	hCoV-19/England/CAMC-F7D9E6/2021	2021-01-09	United Kingdom	genome	unknown	B.1.1.7	Alpha
2583	hCoV-19/England/MILK-1027D18/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2584	hCoV-19/England/MILK-102E546/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2585	hCoV-19/England/ALDP-FB4E8A/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2586	hCoV-19/England/ALDP-FB536C/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2587	hCoV-19/England/ALDP-FAF5BA/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2588	hCoV-19/England/ALDP-FAF7F0/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2589	hCoV-19/England/ALDP-FB5575/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2590	hCoV-19/England/ALDP-FAF68A/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2591	hCoV-19/England/CAMC-FB3D42/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2592	hCoV-19/England/QEUH-F8FFB2/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2593	hCoV-19/England/CAMC-FB3744/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2594	hCoV-19/England/NORT-290443/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2595	hCoV-19/England/ALDP-FB5320/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2596	hCoV-19/England/ALDP-FB4AD1/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2597	hCoV-19/England/ALDP-FB585E/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2598	hCoV-19/Scotland/CVR6538/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2599	hCoV-19/England/MILK-102839D/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2600	hCoV-19/England/CAMC-FB1AF2/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2601	hCoV-19/England/CAMC-F99D60/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2602	hCoV-19/England/CAMC-FB36DE/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2603	hCoV-19/England/ALDP-FB5FA4/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2604	hCoV-19/England/NOTT-24B9EE/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2605	hCoV-19/England/QEUH-F8E575/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2606	hCoV-19/Wales/ALDP-FB52AB/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2607	hCoV-19/England/QEUH-F8E627/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2608	hCoV-19/England/WSFT-25D001D/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2609	hCoV-19/England/WSFT-25CFF6F/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2610	hCoV-19/England/LOND-12F5652/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2611	hCoV-19/England/QEUH-F906D7/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2612	hCoV-19/England/QEUH-F8E38A/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2613	hCoV-19/Wales/PHWC-4B8F60/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2614	hCoV-19/England/ALDP-FB4B1A/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2615	hCoV-19/England/SGUH-112D9/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2616	hCoV-19/England/MILK-102DEB5/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2617	hCoV-19/Wales/PHWC-4B8F8E/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2618	hCoV-19/England/QEUH-F8E42D/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2619	hCoV-19/England/QEUH-F8F6CC/2021	2021-01-10	United Kingdom	genome	unknown	B.1.1.7	Alpha
2620	hCoV-19/England/MILK-102EDD5/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2621	hCoV-19/England/TFCI-270C09E/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2622	hCoV-19/England/NORT-2903EC/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2623	hCoV-19/England/MILK-1025451/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2624	hCoV-19/England/CAMB-A9EA78/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2625	hCoV-19/England/NORT-1B86C79/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2626	hCoV-19/England/LOND-13249E7/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2627	hCoV-19/England/WSFT-25CFBD4/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2628	hCoV-19/England/OXON-F50882/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2629	hCoV-19/England/WSFT-25CEEAF/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2630	hCoV-19/England/MILK-1027D90/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2631	hCoV-19/England/MILK-10280C3/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2632	hCoV-19/England/ALDP-FFFE65/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2633	hCoV-19/England/ALDP-1000340/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2634	hCoV-19/England/ALDP-FEC7CA/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2635	hCoV-19/England/ALDP-10135EA/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2636	hCoV-19/England/ALDP-FC1039/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2637	hCoV-19/England/ALDP-FC11BE/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2638	hCoV-19/England/MILK-1028306/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2639	hCoV-19/England/MILK-1178E32/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2640	hCoV-19/England/LOND-E5371/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2641	hCoV-19/England/LOND-E53AE/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2642	hCoV-19/England/ALDP-FB5AA3/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2643	hCoV-19/England/SHEF-10D34AD/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2644	hCoV-19/England/ALDP-FB7E3C/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2645	hCoV-19/England/ALDP-FB5D7D/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2646	hCoV-19/England/ALDP-FB64E0/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2647	hCoV-19/England/MILK-1178DAE/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2648	hCoV-19/England/MILK-1178E05/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2649	hCoV-19/England/MILK-FE75A7/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2650	hCoV-19/England/NORW-22516A/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2651	hCoV-19/England/NORW-226293/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2652	hCoV-19/England/OXON-F50A8C/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2653	hCoV-19/England/OXON-F508BF/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2654	hCoV-19/England/LOND-DEB19/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2655	hCoV-19/England/MILK-FEC1DB/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2656	hCoV-19/England/MILK-FEC126/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2657	hCoV-19/England/MILK-FEB5FE/2021	2021-01-11	United Kingdom	genome	unknown	B.1.1.7	Alpha
2658	hCoV-19/England/ALDP-1003EE2/2021	2021-01-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
2659	hCoV-19/England/MILK-103CBE9/2021	2021-01-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
2660	hCoV-19/England/ALDP-101BE23/2021	2021-01-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
2661	hCoV-19/England/MILK-103CBDA/2021	2021-01-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
2662	hCoV-19/England/PORT-2EEE39/2021	2021-01-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
2663	hCoV-19/England/ALDP-10058E2/2021	2021-01-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
2664	hCoV-19/Wales/PHWC-4B7B03/2021	2021-01-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
2665	hCoV-19/England/NORW-226BC5/2021	2021-01-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
2666	hCoV-19/England/ALDP-101BEF6/2021	2021-01-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
2667	hCoV-19/England/ALDP-1003F94/2021	2021-01-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
2668	hCoV-19/England/MILK-102F79A/2021	2021-01-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
2669	hCoV-19/England/ALDP-1005378/2021	2021-01-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
2670	hCoV-19/England/ALDP-1004C32/2021	2021-01-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
2671	hCoV-19/England/MILK-102F518/2021	2021-01-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
2672	hCoV-19/England/ALDP-1005387/2021	2021-01-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
2673	hCoV-19/England/ALDP-1005A91/2021	2021-01-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
2674	hCoV-19/England/ALDP-100634A/2021	2021-01-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
2675	hCoV-19/England/MILK-102E7F5/2021	2021-01-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
2676	hCoV-19/England/MILK-102F457/2021	2021-01-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
2677	hCoV-19/England/ALDP-1004221/2021	2021-01-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
2678	hCoV-19/England/MILK-102DC8E/2021	2021-01-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
2679	hCoV-19/Scotland/EDB12901/2021	2021-01-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
2680	hCoV-19/England/ALDP-1006E76/2021	2021-01-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
2681	hCoV-19/England/ALDP-1006E49/2021	2021-01-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
2682	hCoV-19/England/ALDP-1007534/2021	2021-01-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
2683	hCoV-19/England/ALDP-10071A9/2021	2021-01-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
2684	hCoV-19/England/ALDP-10068F0/2021	2021-01-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
2685	hCoV-19/England/ALDP-1006B15/2021	2021-01-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
2686	hCoV-19/England/MILK-102DB72/2021	2021-01-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
2687	hCoV-19/England/CAMC-101D568/2021	2021-01-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
2688	hCoV-19/England/ALDP-100931A/2021	2021-01-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
2689	hCoV-19/England/ALDP-10064FC/2021	2021-01-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
2690	hCoV-19/England/ALDP-1003F49/2021	2021-01-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
2691	hCoV-19/England/ALDP-1004F1B/2021	2021-01-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
2692	hCoV-19/England/ALDP-1006FA0/2021	2021-01-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
